V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Time1_1,Time1_2,Time1_3,Time1_4,Consent,Time2_1,Time2_2,Time2_3,Time2_4,Immoral1,Immoral2,Immoral3,Time3_1,Time3_2,Time3_3,Time3_4,Moral1,Moral2,Condition,Moral3,Time3_1.0,Time3_2.0,Time3_3.0,Time3_4.0,DV_1_1,DV_1_2,DV_1_3,DV_1_4,DV_1_5,DV_1_6,DV_1_7,DV_1_8,DV_1_9,DV_1_10,DV_2_1_1_TEXT,DV_2_4_1_TEXT,DV_2_5_1_TEXT,DV_2_6_1_TEXT,DV_2_9_1_TEXT,showertext,toothpastetext,glasstext,disinfectantext,laundrytext,Q27_1,Q27_2,Q27_3,Q27_4,Taboo_1,Taboo_2,Taboo_3,Taboo_4,Taboo_5,Time4_1,Time4_2,Time4_3,Time4_4,Q12,Gender,Q16,National,Ethnic_1,Ethnic_2,Ethnic_3,Ethnic_4,Ethnic_5,Ethnic_6,Ethnic_7,Ethnic_8,Ethnic_8_TEXT,age1,Religious_1,Politics_1,Politics_2,Politics_3,VAR00001,Q26,shower,toothpaste,glass,disinfectant,laundry,Desirability,PricePay,ControlDesire
R_6rt3IzKSkviWIRv,Default Response Set,Anonymous, , ,122.169.93.206,0,02/09/2013,02/09/2013,1,19.02,19.02,20.066,1,1,9.307,78.02,285.027,15,1,1,"Two years ago when I was a junior Partner at a prestigious law firm I was coming up for promotion against another junior Partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm.However he could not locate a key zoning document without which it was unlikely, that he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filing cabinet. I happened to come across the zonin document that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,8.13,89.856,91.9,27,6,6,7,5,6,1,2,3,4,6,0,1,2,0,0,0.5,0.5,0.1,0,0.5,29.358,62.477,64.107,7,2,2,2,3,2,0.993,31.012,31.839,11, ,2,28,Indian, , , , , , , ,1,Indian,28,7,7,6,8, ,2118,0.5,0.5,0,0,0,4.8,0.966666667,4.4
R_9YOmZpOgFycz21D,Default Response Set,Anonymous, , ,14.98.199.121,0,02/09/2013,02/09/2013,1,1.816,1.816,2.843,1,1,25.495,27.519,30.346,2,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city that would make or break his career at the firm however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zonig document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,2.136,39.647,41.738,26,4,6,7,7,6,5,2,4,5,6,2,5,5,2,2,2,4,2,2,7,2.16,4.616,5.427,5,8,8,8,8,8,3.164,19.852,21.483,8, ,1,25,Indian,1, , , , , , , , ,25,6,1,2,1, , ,2,4,2,2,7,5,3.666666667,5.4
R_3qTg2jJiqRxI9dX,Default Response Set,Anonymous, , ,117.97.149.163,0,02/09/2013,02/09/2013,1,235.153,235.153,265.424,1,1,18.826,515.848,517.425,16,1,1,"TWO YEARS AGO, WHEN I WAS A JUNIOR PARTNER AT A PRESTIGIOUS LAW FIRM. I WAS COMING UP FOR PROMOTION AGAINST ANOTHER JUNIOR PARTNER, CHRIS FOR SEVERAL MONTHS. CHRIS HAD BEEN WORKING ON A MAJOR CASE FOR THE CITY THAT WOULD MAKE OR BREAK HIS CAREER AT THE FIM. HOWEVER HE COULD NOT LOCATE A KEY ZONING DOCUMENT WITHOUT WHICH IT WAS UNLIKELY THAT HE WOULD HAVE SUFFICIENT EVIDENCE TO SUCCESSFULLY ARGUE. HIS CASE LATE ONE EVENING AS I WAS RUMMAGING THROUGH A CORNER FILLING CABINET. I HAPPENED TO COME ACROSS THE ZING DOCUMENT THAT CHRIS WAS IN DESPERATE NEED OF I PULLED IT FROM HE CABINET AND WALKED OVER TO THE OFFICE SHREDDER KNOWING THAT MY PROMOTION WOULD NOW BE SECURED.", , , , , , ,1, ,11.889,69.736,92.516,35,6,5,6,6,5,5,6,6,7,6,5,5,4,11,15,10,13,20,25,10,8.317,17.43,20.107,7,2,3,3,3,3,7.953,32.029,35.587,8, ,1,24,INDIA,1, , , , , , , , ,24,6,8,8,8, ,2130,10,13,20,25,10,5.8,13.96666667,5.8
R_5z1anTkLgnpW1jn,Default Response Set,Anonymous, , ,117.230.172.90,0,02/09/2013,02/09/2013,1,2.106,46.3,47.845,2,1,22.542,251.613,272.673,20,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet I happened to come across the zonig document, that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,22.886,79.311,85.286,20,5,4,3,4,5,4,5,6,5,4,2,3,5,3,3,3,2,6,5,5,38.049,95.894,100.699,8,5,8,6,5,8,3.369,31.996,34.164,8, ,1,26,indian,1, , , , , , , , ,26,5,7,8,7, ,2127,3,2,6,5,5,4.4,4.233333333,4.6
R_bexX1WdJI0nLg9L,Default Response Set,Anonymous, , ,115.242.44.216,0,02/09/2013,02/09/2013,1,3.233,3.233,5.108,1,1,23.311,303.88,432.395,7,1,1,"Two years ago when I was a junior partner at a prestigious law firm,I was coming up for promotion against another junior partner Chris for several months.Chris had been working on a major case for the city that would make or break his career at the firm,hwever he could not locate at key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late.One evening as I was rummaging through a corner filling cabinet,I happened to come across the zoning ocument that Chris was in desperate need of .I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,23.239,94.693,98.209,29,1,6,7,6,2,2,3,2,3,7,0,5,4,2,2,2,2,2,1,6,15.768,36.096,37.159,5,8,8,8,8,8,2.088,30.576,31.295,8, ,2,33,Indian,1, , , , , , , , ,33,1,5,5,5, ,215,2,2,2,1,6,5,3,2.8
R_5pCNqNmURww1Wgl,Default Response Set,Anonymous, , ,1.23.212.201,0,02/09/2013,02/09/2013,1,8.975,8.975,12.869,1,1,11.881,120.756,124.394,17,1,1,"Two years ago when I was a junior partner at a prestigious law firm ,  I was coming up for promotion against another junior partner Chris . For several months Chris had been working on a major case for the city that would make or break his career at the frm; however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case .  Late one evening as I was rummaging through a corner filing cabinet , I happened to come across th zoning document that Chris was in desperate need of .I pulled it from the cabinet and walked over to the office shredder .knowing that my promotion would now be secured.", , , , , , ,1, ,12.109,60.968,62.881,20,3,5,5,4,3,4,3,4,6,6,1,3,3,7,4,5,5,7,7,7,9.551,12.767,14.58,5,5,6,7,4,6,3.914,24.435,25.71,9, ,1,31,India,1, , , , , , , , ,31,5,8,7,8, ,2115,5,5,7,7,7,4.6,5.933333333,4
R_5pYJsdCBSRntLed,Default Response Set,Anonymous, , ,122.164.114.105,0,02/09/2013,02/09/2013,1,7.223,7.223,8.262,1,1,17.672,17.672,183.773,1,1,1,"Two years ago, When I was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner Chris for several months, chris had been working on  major case for the city that would make or break his career at the firmhowever he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filling cabinet, I happened to come across the zonin document that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,18.921,71.161,73.646,30,5,6,6,5,5,4,5,4,4,5,3,2,2,2,2,5,2,3,3,3,16.127,49.08,50.799,6,8,8,4,1,3,1.315,31.239,31.88,10, ,1,24,INDIA,1, , , , , , , , ,24,6,7,6,5, ,2174,5,2,3,3,3,5.2,3.533333333,4.6
R_3fyiChzQba4Bm0B,Default Response Set,Anonymous, , ,49.205.233.37,0,02/09/2013,02/09/2013,1,78.858,78.858,114.517,1,1,58.244,213.067,216.157,17,1,1,"When I was Junior partner  at a prestigious law firm I was coming up for promotion against Chris for several months he had been working on a major case for the city that would make or break his career, however he could not locate a key zoning document witout which it was unlikely that he would have sufficient evidence to successfully argue his case, I happened to come across the zoning document that he was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing tha my promotion would now be secured.", , , , , , ,1, ,5.461,66.803,70.081,23,3,5,5,4,6,4,6,7,4,6,2,5,12,3,4,8,5,8,10,12,10.379,38.432,40.042,6,1,2,4,2,2,1.548,24.916,26.037,11, ,1,23,indian,1, , , , , , , , ,23,7,5,4,4, ,2118,8,5,8,10,12,5.8,8.133333333,4.2
R_6uieBnoMnPMCWkB,Default Response Set,Anonymous, , ,115.69.245.184,0,02/09/2013,02/09/2013,1,2.002,2.002,3.072,1,1,2.647,31.676,112.454,10,1,1,"Two years ago, when I was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner, Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fim, however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet. I happened to come across the zning document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,12.952,68.348,71.075,21,6,7,7,3,2,1,3,3,2,5,5,3,4,0,5,7,10,10,10,15,3.794,52.049,57.248,12,8,8,6,8,7,2.391,20.777,23.085,8, ,1,23,Indian,1, , , , , , , , ,23,5,7,5,7, ,2126,7,10,10,10,15,5,9.5,2.8
R_2hhM6y8oY4itZuB,Default Response Set,Anonymous, , ,111.92.101.22,0,02/09/2013,02/09/2013,1,23.719,23.719,34.094,1,1,28.281,401.047,429.938,18,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city that would make or break his career at the firmHowever he could not locate a key zoning document, without which it was unlikely that he would have sufficient evidence to successfully argue his case late. One evening as I was rummaging through a corner filing cabinet, I happened to come across the zonig document that Chris was in desperate need of .I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured", , , , , , ,1, ,19.703,91.156,98.812,22,4,7,7,4,7,4,4,7,7,7,1,5,1,5,3,2,2,3,4,5,19.672,79.015,83.031,9,8,8,8,8,8,2.094,46.032,52.11,8, ,2,31,indian,1, , , , , , , , ,31,4,1,1,1, ,2112,2,2,3,4,5,6.4,3.733333333,5.2
R_4PgOFeIIhMjQ6tD,Default Response Set,Anonymous, , ,117.203.107.147,0,02/09/2013,02/09/2013,1,49.045,49.045,49.995,1,1,13.135,173.757,174.155,4,1,1,"Two years ago, when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue. His case late one evening as, I was rummaging through a corner filing cabinet. I happened to come across the zoing document that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,23.68,67.275,68.836,21,5,6,5,5,6,6,7,5,6,7,5,6,4,4,2,3,3,11,21,4,59.097,87.31,88.299,7,8,8,8,8,8,9.118,25.567,26.334,7, ,2,27,Indian,1, , , , , , , , ,27,6,8,6,8, ,2173,3,3,11,21,4,6,8,5.6
R_bJdBWSB7bwuO1uZ,Default Response Set,Anonymous, , ,117.205.240.38,0,02/09/2013,02/09/2013,1,47.928,47.928,50.034,1,1,92.25,618.706,628.284,18,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for a promotion against another junior partner Chris.  For several months Chris had been working on a major case for the city that would make or break his career at the frm.  However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.  Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across th zoning document that Chris was in desperate need of.  I pulled it from the  cabinet  and walked over to the office shredder knowing that my promotion would  now be secured.", , , , , , ,1, ,27.458,103.081,105.468,11,6, , , , , , , , , ,0.2,2,0.3,3,1,1,1,1,2,2,29.043,55.483,57.029,5,8,8,8,8,8,6.174,47.678,48.994,9, ,2,31,Indian,1, , , , , , , , ,31,6,2,2,3, ,2147,1,1,1,2,2, ,1.4,6
R_1BUXyDIbOSPpWXX,Default Response Set,Anonymous, , ,117.192.228.83,0,02/09/2013,02/09/2013,1,0,0,0.158,0,1,12.013,330.144,333.385,13,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris.For several months Chris had been working on a major case for the City that would make or break his career at the firm.owever he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as i was rummaging through a corner filing cabinet, I happened to come across the zoningdocument that Chris was in desperate need of.I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,10.713,70.825,74.459,22,5,6,7,2,6,4,3,6,1,6,0.3,0.4,0.5,1.3,0.2,1.2,0.75,1.5,1.2,1.3,12.377,26.568,27.881,5,8,8,8,8,8,2.11,28.236,29.623,9, ,2,36,Indian,1, , , , , , , , ,36,5,5,2,3, ,212,1,0.7,1,1,1,5.6,1.716666667,3.6
R_9pn2Qzd5CiybzRH,Default Response Set,Anonymous, , ,117.201.35.41,0,02/09/2013,02/09/2013,1,1.777,1.777,2.996,1,1,13.375,425.803,457.73,5,1,1,"Two years ago, when I was a junior partner at a Prestigious law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue. His case late one evening as I was rummaging through a corner filing cabinet. I happened to come across the zoing document that Chris was in desperate need of pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,44.501,128.736,130.93,31,4,7,7,7,4,3,2,2,7,7,1,6,1,1,6,3,4,1,3,5,80.837,203.519,204.56,5,7,8,8,2,4,8.189,39.324,40.326,8, ,1,23,Indian,1, , , , , , , , ,23,7,1,1,1, ,2162,3,4,1,3,5,5,3.5,5
