V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Time1_1,Time1_2,Time1_3,Time1_4,Consent,Time2_1,Time2_2,Time2_3,Time2_4,Immoral1,Immoral2,Immoral3,Time3_1,Time3_2,Time3_3,Time3_4,Moral1,Moral2,Condition,Moral3,Time3_1.0,Time3_2.0,Time3_3.0,Time3_4.0,DV_1_1,DV_1_2,DV_1_3,DV_1_4,DV_1_5,DV_1_6,DV_1_7,DV_1_8,DV_1_9,DV_1_10,DV_2_1_1_TEXT,DV_2_4_1_TEXT,DV_2_5_1_TEXT,DV_2_6_1_TEXT,DV_2_9_1_TEXT,showertext,toothpastetext,glasstext,disinfectantext,laundrytext,Q27_1,Q27_2,Q27_3,Q27_4,Taboo_1,Taboo_2,Taboo_3,Taboo_4,Taboo_5,Time4_1,Time4_2,Time4_3,Time4_4,Q12,Gender,Q16,National,Ethnic_1,Ethnic_2,Ethnic_3,Ethnic_4,Ethnic_5,Ethnic_6,Ethnic_7,Ethnic_8,Ethnic_8_TEXT,age1,Religious_1,Politics_1,Politics_2,Politics_3,VAR00001,Q26,shower,toothpaste,glass,disinfectant,laundry,Desirability,PricePay,ControlDesire
R_5oqu1O9laA1HFlz,Default Response Set,Anonymous, , ,203.192.255.5,0,02/10/2013,02/10/2013,1,0,0,0.099,0,1,54.488,54.488,502.883,1,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late, one evening as I was rummaging through a corner filing cabinet, I happened to come across the oning document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,0.326,31.735,35.862,13,2,4,5,4,4,4,4,4,5,4,1,4,1,3,3,1,2,2,2,4,15.385,43.13,44.813,5,8,8,8,8,8,4.986,48.953,50.383,11, ,2,29,Indian,1, , , , , , , , ,29,5,5,5,5, ,2187,1,2,2,2,4,4.2,2.533333333,3.8
R_9sojp5mfK8RPSzb,Default Response Set,Anonymous, , ,180.215.85.206,0,02/10/2013,02/10/2013,1,0.879,1.375,2.703,2,1,2.204,137.817,404.498,4,1,1,"Two years ago when I was a junior partner at a Prestigious Law firm. I was coming up for promotion against another
junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir however, he could not locate a key zoning document without which it was unlikely that he would have sufficient
evidence to successfully arugue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to
come across the zning document, that Chris was in desperate need of I pulled it from the cabinet and walked over to the office
shredder knowing that my promotion would now be secured.", , , , , , ,1, ,63.983,176.613,178.379,25,4,6,6,7,5,5,7,5,6,7,0.5,3,1,0.5,3,1,2,2,1,3,37,146.023,147.243,13,6,1,5,7,3,4.45,48.817,49.801,18, ,1,29,Indian,1, , , , , , , , ,29,6,2,5,6, ,2134,1,2,2,1,3,6.2,2.533333333,5.4
R_etEkjAze3Jb3owZ,Default Response Set,Anonymous, , ,27.59.227.65,0,02/10/2013,02/10/2013,1,0.74,0.74,2.866,1,1,16.519,45.122,119.93,4,1,1,"Two years ago when I was a junior partner, at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir, however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonig document that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,9.333,16.769,72.541,2,2,5,6,7,5,3,2,6,5,4,1,5,4,1,1,2,2,1,5,2,6.614,60.25,62.457,9,8,8,8,8,8,4.69,49.944,51.669,11, ,1,25,Indian,1, , , , , , , , ,25,5,7,3,3, ,2155,2,2,1,5,2,4.6,2.766666667,4.4
R_bDBfdoeJyj3FF7T,Default Response Set,Anonymous, , ,59.182.123.95,0,02/10/2013,02/10/2013,1,4.629,4.629,5.353,1,1,2.978,129.894,130.996,11,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris. For several months chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate a key zoning document without which, it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across thezoning document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,17.904,56.616,58.467,20,5,4,7,1,6,1,3,3,1,5,1,0,2,0,0,2,1,2,2,3,119.681,155.4,156.31,5,7,8,8,3,8,2.699,31.314,32.405,8, ,1,34,Indian,1, , , , , , , , ,34,4,5,5,5, ,2159,2,1,2,2,3,4.4,2.4,2.8
R_1QX4c7rquYR5tel,Default Response Set,Anonymous, , ,115.241.86.63,0,02/10/2013,02/10/2013,1,125.83,125.83,126.844,1,1,31.465,812.395,815.238,9,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zonig document that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,4.986,26.929,27.87,20,5,6,6,5,6,6,5,6,6,5,2,2,3,1,3,1,22,3,2,2,4.65,8.025,9.957,5,3,2,3,2,2,1.799,19.358,20.837,8, ,2,24,india,1, , , , , , , , ,24,6,8,8,8, ,21,1,22,3,2,2,5.6,5.933333333,5.6
R_6rmEVOR4PF86y6F,Default Response Set,Anonymous, , ,115.248.50.25,0,02/10/2013,02/10/2013,1,2.274,2.274,3.83,1,1,3.113,14.43,100.827,6,1,1,"Two years ago, when I was a Junior Partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the frm. However, he could not locate a key Zoning Document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across theZoning Document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,23.965,33.422,51.31,14,5,6,7,5,6,5,5,7,4,6,1,2,3,0.5,0.1,0.5,1,1,1,1,2.812,16.471,17.332,6,7,8,8,8,7,2.136,13.702,14.996,7, ,2,49,Indian,1, , , , , , , , ,49,3,4,5,6, ,2126,0,1,1,1,1,6.2,1.7,5
R_9te0GzNr4JUPVCR,Default Response Set,Anonymous, , ,117.221.130.28,0,02/10/2013,02/10/2013,1,2.829,2.829,4.825,1,1,15.449,418.509,423.354,10,1,1,"
Two years ago, when I was a junior partner at a prestigious law firm. I was coming up for promotion against ,,another junior partner Chris for several months.chris had been working on a major case for the city that would make or break his career at the irm. however, he could not locate a key zoning document without .which it was unlikely that he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filing cabinet .I happened to come across thezoning document that Chris was in desperate need of, I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,12.656,81.087,83.058,21,6,6,5,6,5,5,5,7,7,7,1,0.5,1,0.5,1,1,2,1,1,1,17.935,27.871,30.941,5,4,3,3,4,4,2.486,46.023,51.801,9, ,1,22,Indian,1, , , , , , , , ,22,7,6,5,5, ,2175,1,2,1,1,1,6,2,5.8
R_5sB3KP4yQabCRJr,Default Response Set,Anonymous, , ,117.200.176.198,0,02/10/2013,02/10/2013,1,12.511,12.511,14.316,1,1,72.387,72.387,459.567,1,1,1,"Two years ago, when I was a junior partner at a prestigious law firm.  I was coming up for promotion against another junior partner Chris.  For several months, Chris had been working on a major case for the city that would make or break his career at the irm.  However,  he could not locate a key zoning document, without which, it was unlikely that he would have sufficient evidence to successfully argue his case.  Late one evening,  as I was rummaging through a corner filing cabinet, I happened to come acrss the zoning document that, Chris was in desperate need of.  I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,29.335,90.538,94.268,20,6,6,7,4,6,5,6,4,5,7,5,6,10,6,5,7,10,6,12,12,37.874,210.155,211.388,5,8,8,8,8,8,6.975,69.85,71.393,8, ,1,38,Indian,1, , , , , , , , ,38,6,4,4,4, ,212,7,10,6,12,12,6,8.833333333,5.2
R_ebAmYgiP6JDWQlL,Default Response Set,Anonymous, , ,121.247.194.85,0,02/10/2013,02/10/2013,1,6.929,14.633,16.476,3,1,125.74,234.41,236.71,13,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zoing document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,23.747,107.45,110.884,26,2,6,4,1,1,1,1,1,5,2,1,1,1,1,3,9,5,1,1,2,35.669,86.557,88.703,7,8,8,8,7,8,2.512,60.575,65.388,11, ,1,29,India, , , , ,1, , , , ,29,5,5,5,4, ,2150,9,5,1,1,2,2.8,3.466666667,2
R_6EcQ7dJaA7dZTKd,Default Response Set,Anonymous, , ,14.97.228.219,0,02/10/2013,02/10/2013,1,11.273,24.591,26.864,2,1,16.665,111.669,117.786,13,1,1,"Two years ago when I was a junior partner, at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city that would make or break his career at the fir. However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonig document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,17.968,71.495,77.957,20,1,1,7,1,5,1,1,1,3,7,0,0,2,0,2,0,2,0,0,3,0,0,32.164,0, , , , , ,3.405,51.563,31.148,17, ,1,32,India,1, , , , , , , , ,32,1,1,1,1, ,2149,0,2,0,0,3,3.4,1.4,2.2
R_1Gs78KYf8FktV1X,Default Response Set,Anonymous, , ,117.198.236.97,0,02/10/2013,02/10/2013,1,46.484,46.484,48.125,1,1,88.39,88.39,379.578,1,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months Chirs had been working on a major case for the city that would make or break his career at the firm However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late. One evening as I was rummaging through a corner filing cabinet I happened to come across the zonig document that Chris was in desperate need of, I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,23.391,132.563,134.625,24,2,7,7,5,7,6,6,2,6,7,1,5,3,10,5,10,12,15,6,10,37.766,119.938,121.61,7,1,8,8,8,8,6.329,42.094,43.313,8, ,1,32,Indian,1, , , , , , , , ,32,4,5,6,6, ,2140,10,12,15,6,10,5.8,9.8,5.2
R_3QSyceQSZxay11z,Default Response Set,Anonymous, , ,117.216.116.23,0,02/10/2013,02/10/2013,1,4.345,4.345,5.505,1,1,60.527,832.74,840.4,29,1,1,"Two years ago, When I was a Junior partner at a prestigious law firm. I was coming up for promotion against another Junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a Key zoning document without which it was unlikely that, he would have sufficient evidence to successfully argue his case late one evening. As I was rummaging through a corner filing cabinet. I happened to come across the zning document that, Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,28.13,192.374,197.092,33,5,6,6,6,5,5,5,6,7,6,2,4,2,2,2,3,2,4,8,8,26.755,74.154,75.25,7,8,8,7,8,3,1.427,19.355,20.131,8, ,1,26,Indian,1, , , , , , , , ,26,5,5,6,6, ,2150,3,2,4,8,8,5.8,5.133333333,5.6
R_1TjyYH3LPvxHneZ,Default Response Set,Anonymous, , ,223.235.230.40,0,02/10/2013,02/10/2013,1, , , , ,1,33.108,146.224,149.141,15,1,1,"Two years ago when I was a junior partner at a prestigious law firm,I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city, that would make or break his career at the firmHowever he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zoningdocument that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,20.222,69.659,73.013,20,3,4,7,5,7,6,7,7,1,7,1,2,2,1.5,0,1,5,3,10,5,21.481,53.305,54.663,5,6,1,1,1,1,3.759,34.788,36.036,11, ,2,22,INDIAN,1, , , , , , , , ,22,6,5,3,3, ,2170,1,5,3,10,5,6.4,5.066666667,4.4
R_9oAICLkzAo0hPX7,Default Response Set,Anonymous, , ,117.207.79.227,0,02/10/2013,02/10/2013,1,8.66,41.014,43.186,3,1,41.573,162.345,163.991,11,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue. His case late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonin document that Chris was in desperate need of, I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,29.298,108.836,114.247,18,1,4,5,1,4,4,5,1,5,6, , ,10,5,5,2,1.5,3.5, ,10,26.649,86.453,91.401,5,1,1,5,1,3,2.852,46.37,48.125,9, ,2,22,Indian,1, , , , , , , , ,22,5,5,6,6, ,2125,2,1,3,0,10,4.2,3.366666667,3
R_3aVd2XwmcKIa7dz,Default Response Set,Anonymous, , ,121.247.251.132,0,02/10/2013,02/10/2013,1,2.011,2.011,3.451,1,1,155.904,271.815,275.225,15,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zoing document that Chris was in desperate need of. I pulled it from the cabinet, and walked over to the office shredder, knowing that my promotion would now be secured.", , , , , , ,1, ,16.977,161.36,170.179,26,4,5,5,4,2,2,3,1,6,5,20,10,5,10,15,25,15,5,3,30,6.761,25.873,40.963,5,8,8,8,8,8,2.92,97.88,103.723,16, ,2,42,INDIAN, , , , ,1, , , , ,42,7,4,3,6, ,2134,25,15,5,3,30,3.8,13.63333333,3.6
R_eb3OTyw41PQqhmJ,Default Response Set,Anonymous, , ,103.29.97.130,0,02/10/2013,02/10/2013,1,3.473,3.473,4.775,1,1,14.048,122.616,124.978,16,1,1,"Two years ago,when I was a junior partner at a prestigious law firm,I was coming up for promotion against another junior partner Chris .For several months Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet I happened to come across the zonin document that Chris was in desperate need of, I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,5.941,38.137,42.184,20,6,6,6,6,6,6,6,6,6,6,1,3,5,1,2,2,2,2,2,4,9.584,35.467,37.681,7,8,8,8,8,8,2.568,25.424,26.926,8, ,2,41,Indian,1, , , , , , , , ,41,7,2,2,2, ,2124,2,2,2,2,4,6,3,6
R_3duYn512TcUlZRP,Default Response Set,Anonymous, , ,121.247.251.132,0,02/10/2013,02/10/2013,1,4.056,4.056,6.324,1,1,234.804,385.834,391.147,22,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the frm. However, he could not locate a key zoning document, without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across thezoning document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder, knowing that my promotion would now be secured.", , , , , , ,1, ,15.752,138.239,146.049,24,2,3,3,2,1,4,3,3,2,2,1,4,2,10,3,5,5,5,5,2,5.535,17.28,129.406,5,8,8,8,8,8,14.693,55.334,76.433,9, ,1,37,India, , , , ,1, , , , ,37,3,5,5,4, ,2126,5,5,5,5,2,2.8,4.133333333,2.2
R_831373G9eFl56AZ,Default Response Set,Anonymous, , ,183.83.210.122,0,02/10/2013,02/10/2013,1,7.027,7.027,8.392,1,1,22.643,195.585,213.427,20,1,1,"Two years ago,when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner 'Chris' .For several months,Chris had been working on a major case for the city that would make or break his career at the fir.However,he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.Late one evening,as I was rummaging through a corner filing cabinet i happened to come across the zoningdocument that Chris was in desperate need of.I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,21.076,93.14,95.131,29,4,7,7,4,5,3,5,5,6,7,5,15,18,12,10,10,20,30,16,25,9.895,44.585,46.192,12,8,8,8,8,7,2.168,39.193,40.059,11, ,1,19,Indian,1, , , , , , , , ,19,7,5,5,5, ,2115,10,20,30,16,25,6.2,17.86666667,4.4
R_0ewX3Oc3GZMzNkN,Default Response Set,Anonymous, , ,112.79.40.219,0,02/10/2013,02/10/2013,1,7.137,18.439,22.557,2,1,24.182,159.723,217.804,4,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate a key zoning document without which, it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across thezoning document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder, knowing that my promotion would now be secured.", , , , , , ,1, ,29.654,160.962,168.365,21,1,7,7,5,6,3,6,4,2,7,0,4,0.5,3,1,1,1.5,3,3,1,18.584,58.559,60.315,6,8,8,8,8,8,38.61,226.46,228.238,10, ,1,68,Indian,1, , , , , , , , ,68,7,5,5,5, ,2159,1,1,3,3,1,6.2,2.533333333,3.4
R_ezobnAKAaMUqItL,Default Response Set,Anonymous, , ,1.22.202.199,0,02/11/2013,02/11/2013,1,6.26,6.26,14.073,1,1,22.135,22.135,420.952,1,1,1,"Two Years ago, when I was a junior partner at the prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city that would make or break his career at the frm however he could not locate a key ""zoning document"", with out which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened ti come across th ""zoning document""  that Chris was in desperate  need of. I pulled it from the cabinet and walked to the office shredder , knowing that my promotion would now be secured.", , , , , , ,1, ,28.061,47.452,92.135,11,3,5,7,3,6,2,4,6,2,7,0.5,5,2.5,6,2,2,3,10,12,15,9.25,41.531,43.281,6,1,8,8,8,8,2.592,21.52,22.332,10, ,2,31,Indian,1, , , , , , , , ,31,4,5,5,5, ,2140,2,3,10,12,15,5.8,7.966666667,3.2
R_8ekb47h3kHeq8nP,Default Response Set,Anonymous, , ,61.17.226.33,0,02/11/2013,02/11/2013,1,29.788,29.788,31.653,1,1,47.346,467.454,484.312,18,1,1,"Two years ago when I was a junior partner at a prestigious law firm,  I was coming up for promotion against another junior partner Chris.For several months Chris had been working on a mojor case for the city ,that would make or break his carrer .At the fim however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonig document that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,13.676,235.275,238.784,37,2,7,7,4,4,3,5,7,5,7,5,16,6,10,10,20,10,20,30,40,37.188,69.786,70.109,6,8,8,8,8,2,5.479,47.973,49.471,9, ,1,34,Indian,1, , , , , , , , ,34,7,5,5,5, ,2180,20,10,20,30,40,6.6,21.1,3.6
R_eXoauUFsGGffLDL,Default Response Set,Anonymous, , ,117.243.226.107,0,02/11/2013,02/11/2013,1,5.7,5.7,7.571,1,1,25.475,25.475,289.089,1,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris.  For several months, Chris had been working on a major case for the city that would make or break his career at the irm; however, could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.  Late one evening as I was rummaging through a corner filling cabinet, I happened to come across the oning document that Chris was in desperate need of.  I pulled it from the cabinet and walked over to the office shredded knowing that my promition would now be secured.", , , , , , ,1, ,13.629,57.923,62.645,19,1,5,7,7,7,7,1,1,7,7, ,100,150,10,5,25,10,0,0,15,20.924,41.745,43.937,5,8,8,8,8,8,3.84,33.743,35.303,8, ,2,24,Indian,1, , , , , , , , ,24,7,5,9,2, ,2159,25,10,0,0,15,4.2,9.033333333,5.8
R_aWvM8XBjgOPkost,Default Response Set,Anonymous, , ,203.117.37.38,0,02/11/2013,02/11/2013,1,15.341,17.009,17.932,2,1,21.772,371.374,402.352,6,1,1,"Two years ago, when i was a junior partner at a prestigious law firm, i was coming up for promotion against another junior partner chris.  For several months Chris had been working on a major case for the city that would make or break his career at the fim. However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zoing document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,19.296,71.163,74.117,23,2,6,7,3,7,2,6,5,7,7,1,3,2,2,2,2,5,5,4,7,20.469,56.148,57.851,7,4,8,8,8,4,3.599,25.771,27.479,8, ,2,26,indian,1, , , , , , , , ,26,4,3,8,9, ,2146,2,5,5,4,7,6.2,4.866666667,4.2
R_1U4LIBMX7eqVbzn,Default Response Set,Anonymous, , ,117.254.158.13,0,02/11/2013,02/11/2013,1,98.303,98.303,101.574,1,1,54.689,758.432,763.281,7,1,1,"Two years ago when I was a junior partner at a prestigious law firm,I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm.owever he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue  his case.Late one evening as I was rummaging through a corner filling cabinet I happened to come across the zoningdocument that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,56.762,271.638,282.236,16,4, , , , , , , , , ,$0.15,$0.45,$0.40,$1,$0.25,0.25,$0.50,$0.50,$0.50,$0.35,0.034,138.831,139.758,9,5,1,7,6,7,3.266,47.537,49.85,8, ,2,32,INDIAN,1, , , , , , , , ,32,4,5,5,5, , ,0,0,0,0,0, ,0,4
R_5gu4wm7pLNPHFqJ,Default Response Set,Anonymous, , ,122.178.156.70,0,02/11/2013,02/11/2013,1,39.761,39.761,41.275,1,1,37.908,230.483,240.116,16,1,1,"Two years ago, when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonin document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,12.608,66.256,69.034,20,3,4,4,5,4,5,6,5,6,5,25,20,50,30,15,20,25,35,35,25,43.261,77.02,78.382,5,8,8,8,7,8,12.921,52.856,54.443,13, ,1,27,Indian,1, , , , , , , , ,27,3,6,6,3, ,2146,20,25,35,35,25,4.8,24.13333333,4.6
R_8om49gKkP6PS1HD,Default Response Set,Anonymous, , ,49.203.201.204,0,02/11/2013,02/11/2013,1,52.58,52.58,54.503,1,1,57.081,478.809,530.628,5,1,1,"Two years ago, I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city that would make or break his career at the firm.Howeer he could not locate a key zoning document,without which it was unlikely that he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filing cabinet I happened to come across the zoning documnt that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,17.308,202.147,207.022,22,2,5,7,2,1,1,3,6,1,7,$50,$50,$10,$10,$10,25,60,25,40,0,170.196,230.163,231.149,7,1,1,4,1,4,4.322,57.37,58.656,13, ,2,27,INDIAN,1, , , , , , , , ,27,7,7,3,3, ,2189,25,60,25,40,0,5.6,25.93333333,1.4
R_0HZdCLiwAihloY5,Default Response Set,Anonymous, , ,49.205.218.122,0,02/11/2013,02/11/2013,1,22.278,22.278,27.169,1,1,32.028,241.528,244.372,3,1,1,"Two years ago, when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm.However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case . Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zonng document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,54.721,180.549,185.955,21,4,6,7,7,7,5,5,7,5,4,0.5,3,0.5,1,0.3,1,1,2,0.8,1,42.947,92.916,93.947,5,6,8,8,8,8,4.955,53.322,54.228,8, ,2,31,Indian,1, , , , , , , , ,31,5,5,5,5, ,2144,1,1,2,0,1,5.8,1.8,5.6
R_esyxPKx5NSG3XM1,Default Response Set,Anonymous, , ,122.164.141.116,0,02/11/2013,02/11/2013,1,7.711,7.711,9.035,1,1,13.195,291.133,300.649,4,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris.  For several months, Chris had been working on a major case for the city that would make or break his career at the irm.  However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.  Late one evening, as I was rummaging through a corner filling cabinet, I happened to come acrossthe zoning document that Chris was in desperate need of.  I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,13.451,69.694,72.923,21,3,6,5,6,6,5,6,6,7,6,2,5,4,2,1,2,2,1,2,2,29.386,98.807,99.867,6,8,8,8,8,8,4.468,37.565,38.806,8, ,2,32,Indian,1, , , , , , , , ,32,6,6,7,6, ,2190,2,2,1,2,2,5.8,2.466666667,5.4
R_9TblVlIkwCm93zT,Default Response Set,Anonymous, , ,123.238.224.117,0,02/11/2013,02/11/2013,1,15.574,49.622,52.139,4,1,41.828,41.828,446.85,1,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the frm. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across thezoning document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,25.04,108.096,111.306,21,1,5,6,3,3,4,4,2,3,4,0,1,2,2,1,3,7,3,1,3,33.77,66.274,66.761,6,7,8,7,8,7,2.511,38.615,44.194,8, ,1,32,Indian,1, , , , , , , , ,32,5,5,4,5, ,2172,3,7,3,1,3,4.2,3.533333333,2.8
